index,StockID,Year,Divident
898,00693U,2023,0.59
899,00693U,2024,0.3
900,00694B,2013,0.0
901,00694B,2014,0.0
902,00694B,2015,0.0
903,00694B,2016,0.0
904,00694B,2017,0.0
905,00694B,2018,0.0
906,00694B,2019,0.0
907,00694B,2020,0.0
908,00694B,2021,0.0
909,00694B,2022,0.0
910,00694B,2023,0.0
911,00694B,2024,0.0
912,00695B,2013,0.0
913,00695B,2014,0.0
914,00695B,2015,0.0
915,00695B,2016,0.0
916,00695B,2017,0.0
917,00695B,2018,0.0
918,00695B,2019,0.0
919,00695B,2020,0.0
920,00695B,2021,0.0
921,00695B,2022,0.0
922,00695B,2023,0.0
923,00695B,2024,0.0
924,00696B,2013,0.0
925,00696B,2014,0.0
926,00696B,2015,0.0
927,00696B,2016,0.0
928,00696B,2017,0.0
929,00696B,2018,0.0
930,00696B,2019,0.0
931,00696B,2020,0.0
932,00696B,2021,0.0
933,00696B,2022,0.0
934,00696B,2023,0.0
935,00696B,2024,0.0
936,00697B,2013,0.0
937,00697B,2014,0.0
938,00697B,2015,0.0
939,00697B,2016,0.0
940,00697B,2017,0.0
941,00697B,2018,0.0
942,00697B,2019,0.0
943,00697B,2020,0.0
944,00697B,2021,0.0
945,00697B,2022,0.0
946,00697B,2023,0.0
947,00697B,2024,0.0
948,00700,2013,0.0
949,00700,2014,0.0
950,00700,2015,0.0
951,00700,2016,0.0
952,00700,2017,0.0
953,00700,2018,0.0
954,00700,2019,0.0
955,00700,2020,0.0
956,00700,2021,0.0
957,00700,2022,0.0
958,00700,2023,0.0
959,00700,2024,0.0
960,00701,2013,0.0
961,00701,2014,0.0
962,00701,2015,0.0
963,00701,2016,0.0
964,00701,2017,0.1
965,00701,2018,0.96
966,00701,2019,1.06
967,00701,2020,1.02
968,00701,2021,0.96
969,00701,2022,1.0
970,00701,2023,1.04
971,00701,2024,0.23
972,00702,2013,0.0
973,00702,2014,0.0
974,00702,2015,0.0
975,00702,2016,0.0
976,00702,2017,0.08
977,00702,2018,0.94
978,00702,2019,0.85
979,00702,2020,0.91
980,00702,2021,0.72
981,00702,2022,0.73
982,00702,2023,0.76
983,00702,2024,0.2
984,00703,2013,0.0
985,00703,2014,0.0
986,00703,2015,0.0
987,00703,2016,0.0
988,00703,2017,0.15
989,00703,2018,1.78
990,00703,2019,1.03
991,00703,2020,1.06
992,00703,2021,0.77
993,00703,2022,0.84
994,00703,2023,0.9
995,00703,2024,0.18
996,00706L,2013,0.0
997,00706L,2014,0.0
998,00706L,2015,0.0
999,00706L,2016,0.0
1000,00706L,2017,0.0
1001,00706L,2018,1.55
1002,00706L,2019,1.6
1003,00706L,2020,1.7
1004,00706L,2021,3.15
1005,00706L,2022,2.9
1006,00706L,2023,3.04
1007,00706L,2024,0.88
1008,00707R,2013,0.0
1009,00707R,2014,0.0
1010,00707R,2015,0.0
1011,00707R,2016,0.0
1012,00707R,2017,0.0
1013,00707R,2018,0.64
1014,00707R,2019,0.56
1015,00707R,2020,0.58
1016,00707R,2021,1.0
1017,00707R,2022,1.1
1018,00707R,2023,0.48
1019,00707R,2024,0.25
1020,00708L,2013,0.0
1021,00708L,2014,0.0
1022,00708L,2015,0.0
1023,00708L,2016,0.0
