StockID,StockName,Exchange,Category_code,Category,Reference,ShareCapital,Total_Shares,MarketCapital,Chairman,DayTrade
0050,元大台灣50,TSE,00,ETF,166.65,,1907000.0,319300000000.0,劉宗聖,Yes
0051,元大中型100,TSE,00,ETF,79.4,,19500.0,1560000000.0,劉宗聖,Yes
0052,富邦科技,TSE,00,ETF,161.65,,38500.0,6230000000.0,史綱,Yes
0053,元大電子,TSE,00,ETF,89.75,,4500.0,405000000.0,劉宗聖,Yes
0055,元大MSCI金融,TSE,00,ETF,26.62,,69700.0,1870000000.0,劉宗聖,Yes
0056,元大高股息,TSE,00,ETF,39.3,,7300000.0,289100000000.0,劉宗聖,Yes
0057,富邦摩台,TSE,00,ETF,123.05,,1500.0,189000000.0,史綱,Yes
0061,元大寶滬深,TSE,00,ETF,17.83,,132600.0,2370000000.0,劉宗聖,Yes
006201,元大富櫃50,OTC,00,ETF,21.1,,14900.0,319000000.0,劉宗聖,Yes
006203,元大MSCI台灣,TSE,00,ETF,79.45,,10200.0,815000000.0,劉宗聖,Yes
006204,永豐臺灣加權,TSE,00,ETF,105.85,,1500.0,159000000.0,陳思寬,Yes
006205,富邦上証,TSE,00,ETF,30.31,,165400.0,5030000000.0,史綱,Yes
006206,元大上證50,TSE,00,ETF,29.19,,41800.0,1220000000.0,劉宗聖,Yes
006207,復華滬深,TSE,00,ETF,23.1,,33400.0,772000000.0,杜俊雄,Yes
006208,富邦台50,TSE,00,ETF,97.5,,922000.0,90500000000.0,史綱,Yes
00625K,富邦上証+R,TSE,00,ETF,6.85,,400.0,2000000.0,史綱,No
00631L,元大台灣50正2,TSE,00,ETF,211.4,,68100.0,14600000000.0,劉宗聖,Yes
00632R,元大台灣50反1,TSE,00,ETF,3.73,,8153000.0,30200000000.0,劉宗聖,Yes
00633L,富邦上証正2,TSE,00,ETF,35.58,,315000.0,11300000000.0,史綱,Yes
00634R,富邦上証反1,TSE,00,ETF,4.51,,49300.0,221000000.0,史綱,Yes
00635U,期元大S&P黃金,TSE,00,ETF,27.98,,29000.0,824000000.0,劉宗聖,Yes
00636,國泰中國A50,TSE,00,ETF,20.94,,220800.0,4670000000.0,張錫,Yes
00636K,國泰中國A50+U,TSE,00,ETF,6.55,,100.0,,張錫,No
00637L,元大滬深300正2,TSE,00,ETF,14.26,,1843000.0,26600000000.0,劉宗聖,Yes
00638R,元大滬深300反1,TSE,00,ETF,9.46,,26400.0,248000000.0,劉宗聖,Yes
00639,富邦深100,TSE,00,ETF,10.92,,141400.0,1550000000.0,史綱,Yes
00640L,富邦日本正2,TSE,00,ETF,57.0,,21900.0,1250000000.0,史綱,Yes
00641R,富邦日本反1,TSE,00,ETF,6.47,,43800.0,284000000.0,史綱,Yes
00642U,期元大S&P石油,TSE,00,ETF,17.62,,129800.0,2300000000.0,劉宗聖,Yes
00643,群益深証中小,TSE,00,ETF,11.77,,107100.0,1260000000.0,賴政昇,Yes
00643K,群益深証中小+R,TSE,00,ETF,2.65,,100.0,,賴政昇,No
00645,富邦日本,TSE,00,ETF,37.73,,87500.0,3300000000.0,史綱,Yes
00646,元大S&P500,TSE,00,ETF,52.6,,387500.0,20600000000.0,劉宗聖,Yes
00647L,元大S&P500正2,TSE,00,ETF,83.05,,6900.0,588000000.0,劉宗聖,Yes
00648R,元大S&P500反1,TSE,00,ETF,5.73,,191700.0,1090000000.0,劉宗聖,Yes
00650L,復華香港正2,TSE,00,ETF,11.51,,374300.0,4450000000.0,杜俊雄,Yes
00651R,復華香港反1,TSE,00,ETF,8.39,,22200.0,182000000.0,杜俊雄,Yes
00652,富邦印度,TSE,00,ETF,36.52,,52500.0,1910000000.0,史綱,Yes
00653L,富邦印度正2,TSE,00,ETF,56.0,,14900.0,836000000.0,史綱,Yes
00654R,富邦印度反1,TSE,00,ETF,6.96,,22000.0,152000000.0,史綱,Yes
00655L,國泰中國A50正2,TSE,00,ETF,24.36,,152500.0,3760000000.0,張錫,Yes
00656R,國泰中國A50反1,TSE,00,ETF,8.51,,15900.0,134000000.0,張錫,Yes
00657,國泰日經225,TSE,00,ETF,45.03,,14900.0,677000000.0,張錫,Yes
00657K,國泰日經225+U,TSE,00,ETF,13.97,,,,張錫,No
00660,元大歐洲50,TSE,00,ETF,36.71,,7000.0,259000000.0,劉宗聖,Yes
00661,元大日經225,TSE,00,ETF,49.33,,61400.0,3060000000.0,劉宗聖,Yes
00662,富邦NASDAQ,TSE,00,ETF,76.0,,309500.0,23800000000.0,史綱,Yes
00663L,國泰臺灣加權正2,TSE,00,ETF,194.5,,1300.0,257000000.0,張錫,Yes
00664R,國泰臺灣加權反1,TSE,00,ETF,4.22,,469600.0,1980000000.0,張錫,Yes
00665L,富邦恒生國企正2,TSE,00,ETF,7.54,,752500.0,5870000000.0,史綱,Yes
00666R,富邦恒生國企反1,TSE,00,ETF,14.06,,8100.0,112000000.0,史綱,Yes
00668,國泰美國道瓊,TSE,00,ETF,46.29,,5500.0,254000000.0,張錫,Yes
00668K,國泰美國道瓊+U,TSE,00,ETF,14.35,,,,張錫,No
00669R,國泰美國道瓊反1,TSE,00,ETF,7.05,,254100.0,1770000000.0,張錫,Yes
00670L,富邦NASDAQ正2,TSE,00,ETF,111.45,,56600.0,6520000000.0,史綱,Yes
00671R,富邦NASDAQ反1,TSE,00,ETF,4.05,,381900.0,1520000000.0,史綱,Yes
00673R,期元大S&P原油反1,TSE,00,ETF,7.46,,887200.0,6580000000.0,劉宗聖,No
00674R,期元大S&P黃金反1,TSE,00,ETF,10.54,,50600.0,526000000.0,劉宗聖,Yes
00675L,富邦臺灣加權正2,TSE,00,ETF,84.75,,67300.0,5780000000.0,史綱,Yes
00676R,富邦臺灣加權反1,TSE,00,ETF,2.34,,456000.0,1060000000.0,史綱,Yes
00678,群益那斯達克生技,TSE,00,ETF,28.09,,7900.0,224000000.0,賴政昇,Yes
00679B,元大美債20年,OTC,00,ETF,29.24,,7241000.0,214500000000.0,劉宗聖,OnlyBuy
00680L,元大美債20正2,TSE,00,ETF,8.38,,3077000.0,26600000000.0,劉宗聖,Yes
00681R,元大美債20反1,TSE,00,ETF,20.7,,22600.0,459000000.0,劉宗聖,Yes
00682U,期元大美元指數,TSE,00,ETF,21.21,,5600.0,119000000.0,劉宗聖,Yes
00683L,期元大美元指正2,TSE,00,ETF,22.94,,19400.0,439000000.0,劉宗聖,Yes
00684R,期元大美元指反1,TSE,00,ETF,15.35,,6700.0,104000000.0,劉宗聖,Yes
00685L,群益臺灣加權正2,TSE,00,ETF,75.45,,6100.0,470000000.0,賴政昇,Yes
00686R,群益臺灣加權反1,TSE,00,ETF,2.52,,47300.0,118000000.0,賴政昇,Yes
00687B,國泰20年美債,OTC,00,ETF,30.44,,4958000.0,152800000000.0,張錫,Yes
00688L,國泰20年美債正2,TSE,00,ETF,8.33,,1273000.0,11000000000.0,張錫,Yes
00689R,國泰20年美債反1,TSE,00,ETF,21.45,,10900.0,229000000.0,張錫,Yes
00690,兆豐藍籌30,TSE,00,ETF,32.03,,59800.0,1920000000.0,陳佩君,OnlyBuy
00692,富邦公司治理,TSE,00,ETF,39.86,,653800.0,26200000000.0,史綱,Yes
00693U,期街口S&P黃豆,TSE,00,ETF,24.38,,27700.0,674000000.0,高武忠,Yes
00694B,富邦美債1-3,OTC,00,ETF,41.04,,194100.0,7950000000.0,史綱,Yes
00695B,富邦美債7-10,OTC,00,ETF,34.94,,34700.0,1220000000.0,史綱,Yes
00696B,富邦美債20年,OTC,00,ETF,31.15,,1130000.0,35600000000.0,史綱,Yes
00697B,元大美債7-10,OTC,00,ETF,35.55,,30200.0,1080000000.0,劉宗聖,Yes
00700,富邦恒生國企,TSE,00,ETF,13.52,,37500.0,515000000.0,史綱,Yes
00701,國泰股利精選30,TSE,00,ETF,27.92,,198900.0,5590000000.0,張錫,Yes
00702,國泰標普低波高息,TSE,00,ETF,23.43,,6700.0,157000000.0,張錫,Yes
00703,台新MSCI中國,TSE,00,ETF,16.33,,11000.0,182000000.0,吳光雄,Yes
00706L,期元大S&P日圓正2,TSE,00,ETF,6.22,,745100.0,4760000000.0,劉宗聖,No
00707R,期元大S&P日圓反1,TSE,00,ETF,29.68,,6900.0,200000000.0,劉宗聖,Yes
00708L,期元大S&P黃金正2,TSE,00,ETF,34.64,,26600.0,944000000.0,劉宗聖,Yes
00709,富邦歐洲,TSE,00,ETF,30.13,,10000.0,301000000.0,史綱,Yes
00710B,復華彭博非投等債,TSE,00,ETF,19.33,,301300.0,5830000000.0,杜俊雄,Yes
00711B,復華彭博新興債,TSE,00,ETF,16.21,,912800.0,15000000000.0,杜俊雄,Yes
00712,復華富時不動產,TSE,00,ETF,9.88,,3268000.0,32400000000.0,杜俊雄,Yes
00713,元大台灣高息低波,TSE,00,ETF,57.2,,1136000.0,65700000000.0,劉宗聖,Yes
00714,群益道瓊美國地產,TSE,00,ETF,19.37,,36600.0,716000000.0,賴政昇,Yes
00715L,期街口布蘭特正2,TSE,00,ETF,16.05,,270400.0,4350000000.0,高武忠,Yes
00717,富邦美國特別股,TSE,00,ETF,15.7,,186100.0,2940000000.0,史綱,Yes
00718B,富邦中國政策債,OTC,00,ETF,20.5,,483500.0,9890000000.0,史綱,Yes
00719B,元大美債1-3,OTC,00,ETF,31.53,,384000.0,12100000000.0,劉宗聖,Yes
00720B,元大投資級公司債,OTC,00,ETF,34.84,,4056000.0,142900000000.0,劉宗聖,Yes
00721B,元大中國債3-5,OTC,00,ETF,46.4,,4600.0,214000000.0,劉宗聖,Yes
00722B,群益投資級電信債,OTC,00,ETF,38.18,,1428000.0,55200000000.0,賴政昇,Yes
00723B,群益投資級科技債,OTC,00,ETF,33.57,,1524000.0,51700000000.0,賴政昇,Yes
00724B,群益投資級金融債,OTC,00,ETF,34.6,,2950000.0,103000000000.0,賴政昇,Yes
00725B,國泰投資級公司債,OTC,00,ETF,37.19,,2706000.0,101600000000.0,張錫,Yes
00726B,國泰5Y+新興債,OTC,00,ETF,34.01,,1160000.0,39600000000.0,張錫,Yes
00727B,國泰1-5Y非投等債,OTC,00,ETF,39.79,,96200.0,3820000000.0,張錫,Yes
00728,第一金工業30,TSE,00,ETF,30.1,,60400.0,1830000000.0,尤昭文,Yes
00730,富邦臺灣優質高息,TSE,00,ETF,21.79,,78500.0,1720000000.0,史綱,Yes
00731,復華富時高息低波,TSE,00,ETF,76.9,,22600.0,1750000000.0,杜俊雄,OnlyBuy
00733,富邦臺灣中小,TSE,00,ETF,57.55,,141000.0,8200000000.0,史綱,Yes
00734B,台新JPM新興債,OTC,00,ETF,15.65,,34000.0,533000000.0,吳光雄,Yes
00735,國泰臺韓科技,TSE,00,ETF,34.94,,5800.0,204000000.0,張錫,Yes
00736,國泰新興市場,TSE,00,ETF,22.62,,6700.0,153000000.0,張錫,Yes
00737,國泰AI+Robo,TSE,00,ETF,30.99,,22500.0,703000000.0,張錫,Yes
00738U,期元大道瓊白銀,TSE,00,ETF,26.4,,52800.0,1440000000.0,劉宗聖,Yes
00739,元大MSCI A股,TSE,00,ETF,21.64,,34500.0,746000000.0,劉宗聖,Yes
00740B,富邦全球投等債,OTC,00,ETF,40.15,,1226000.0,49700000000.0,史綱,Yes
00741B,富邦全球非投等債,OTC,00,ETF,38.66,,11600.0,447000000.0,史綱,Yes
00746B,富邦A級公司債,OTC,00,ETF,36.49,,2394000.0,88300000000.0,史綱,Yes
00749B,凱基新興債10+,OTC,00,ETF,31.71,,952000.0,30600000000.0,丁紹曾,Yes
00750B,凱基科技債10+,OTC,00,ETF,35.03,,126000.0,4440000000.0,丁紹曾,Yes
00751B,元大AAA至A公司債,OTC,00,ETF,34.14,,4391000.0,151700000000.0,劉宗聖,Yes
00752,中信中國50,TSE,00,ETF,19.41,,459700.0,9060000000.0,陳金榮,Yes
00753L,中信中國50正2,TSE,00,ETF,8.93,,742200.0,6790000000.0,陳金榮,Yes
00754B,群益AAA-AA公司債,OTC,00,ETF,36.43,,1099000.0,40400000000.0,賴政昇,OnlyBuy
00755B,群益投資級公用債,OTC,00,ETF,34.41,,179700.0,6240000000.0,賴政昇,OnlyBuy
00756B,群益投等新興公債,OTC,00,ETF,33.06,,1259000.0,42000000000.0,賴政昇,OnlyBuy
00757,統一FANG+,TSE,00,ETF,80.05,,248000.0,20100000000.0,鄧潤澤,Yes
00758B,復華能源債,OTC,00,ETF,53.1,,5500.0,296000000.0,杜俊雄,Yes
00759B,復華製藥債,OTC,00,ETF,56.85,,48000.0,2760000000.0,杜俊雄,Yes
00760B,復華新興企業債,OTC,00,ETF,54.85,,401500.0,22200000000.0,杜俊雄,Yes
00761B,國泰A級公司債,OTC,00,ETF,36.83,,2565000.0,95400000000.0,張錫,OnlyBuy
00762,元大全球AI,TSE,00,ETF,59.2,,44200.0,2670000000.0,劉宗聖,Yes
00763U,期街口道瓊銅,TSE,00,ETF,30.73,,23100.0,704000000.0,高武忠,Yes
00764B,群益25年美債,OTC,00,ETF,30.43,,1179000.0,36400000000.0,賴政昇,Yes
00768B,復華20年美債,OTC,00,ETF,53.9,,426100.0,23200000000.0,杜俊雄,Yes
00770,國泰北美科技,TSE,00,ETF,42.77,,53500.0,2330000000.0,張錫,Yes
00771,元大US高息特別股,TSE,00,ETF,17.55,,18700.0,330000000.0,劉宗聖,OnlyBuy
00772B,中信高評級公司債,OTC,00,ETF,35.36,,3776000.0,134800000000.0,陳金榮,OnlyBuy
00773B,中信優先金融債,OTC,00,ETF,36.74,,2473000.0,91800000000.0,陳金榮,OnlyBuy
00775B,新光投等債15+,TSE,00,ETF,34.14,,352600.0,12200000000.0,劉坤錫,OnlyBuy
00777B,凱基AAA至A公司債,OTC,00,ETF,34.88,,1689000.0,59500000000.0,丁紹曾,Yes
00778B,凱基金融債20+,OTC,00,ETF,36.29,,1398000.0,51200000000.0,丁紹曾,Yes
00779B,凱基美債25+,OTC,00,ETF,30.62,,946600.0,29400000000.0,丁紹曾,Yes
00780B,國泰A級金融債,OTC,00,ETF,37.19,,239600.0,8950000000.0,張錫,OnlyBuy
00781B,國泰A級科技債,OTC,00,ETF,32.35,,5800.0,191000000.0,張錫,Yes
00782B,國泰A級公用債,OTC,00,ETF,32.4,,23500.0,767000000.0,張錫,Yes
00783,富邦中証500,TSE,00,ETF,18.84,,9500.0,178000000.0,史綱,Yes
00784B,富邦中國投等債,OTC,00,ETF,38.21,,3000.0,114000000.0,史綱,Yes
00785B,富邦金融投等債,OTC,00,ETF,35.58,,878000.0,31500000000.0,史綱,Yes
00786B,元大10年IG銀行債,OTC,00,ETF,34.22,,35600.0,1230000000.0,劉宗聖,OnlyBuy
00787B,元大10年IG醫療債,OTC,00,ETF,34.47,,15300.0,532000000.0,劉宗聖,Yes
00788B,元大10年IG電能債,OTC,00,ETF,31.42,,35200.0,1120000000.0,劉宗聖,Yes
00789B,復華公司債A3,OTC,00,ETF,51.55,,265600.0,13900000000.0,杜俊雄,Yes
00790B,復華次順位金融債,OTC,00,ETF,54.9,,2100.0,116000000.0,杜俊雄,Yes
00791B,復華信用債1-5,OTC,00,ETF,55.95,,253600.0,14200000000.0,杜俊雄,Yes
00792B,群益A級公司債,OTC,00,ETF,33.69,,1560000.0,53100000000.0,賴政昇,Yes
00793B,群益AAA-A醫療債,OTC,00,ETF,32.76,,4500.0,150000000.0,賴政昇,Yes
00794B,群益7+中國政金債,OTC,00,ETF,41.0,,31700.0,1300000000.0,賴政昇,OnlyBuy
00795B,中信美國公債20年,OTC,00,ETF,29.85,,1495000.0,45200000000.0,陳金榮,OnlyBuy
00799B,國泰A級醫療債,OTC,00,ETF,32.8,,9000.0,299000000.0,張錫,OnlyBuy
00830,國泰費城半導體,TSE,00,ETF,44.41,,418000.0,19000000000.0,張錫,Yes
00831B,新光美債1-3,OTC,00,ETF,40.7,,100.0,4000000.0,劉坤錫,Yes
00834B,第一金金融債10+,OTC,00,ETF,34.7,,20200.0,708000000.0,尤昭文,Yes
00836B,永豐10年A公司債,OTC,00,ETF,30.61,,362000.0,11200000000.0,陳思寬,Yes
00840B,凱基IG精選15+,OTC,00,ETF,31.84,,59900.0,1930000000.0,丁紹曾,OnlyBuy
00841B,凱基AAA-AA公司債,OTC,00,ETF,31.55,,80900.0,2580000000.0,丁紹曾,OnlyBuy
00842B,台新美元銀行債,OTC,00,ETF,33.13,,9800.0,326000000.0,吳光雄,Yes
00844B,新光15年IG金融債,OTC,00,ETF,33.15,,191200.0,6400000000.0,劉坤錫,OnlyBuy
00845B,富邦新興投等債,OTC,00,ETF,33.12,,201600.0,6690000000.0,史綱,OnlyBuy
00846B,富邦歐洲銀行債,OTC,00,ETF,35.93,,74400.0,2680000000.0,史綱,OnlyBuy
00847B,中信美國市政債,OTC,00,ETF,27.67,,11300.0,316000000.0,陳金榮,OnlyBuy
00848B,中信新興亞洲債,OTC,00,ETF,34.99,,206600.0,7260000000.0,陳金榮,Yes
00849B,中信EM主權債0-5,OTC,00,ETF,37.05,,530100.0,19600000000.0,陳金榮,Yes
00850,元大臺灣ESG永續,TSE,00,ETF,42.15,,398400.0,16900000000.0,劉宗聖,OnlyBuy
00851,台新全球AI,TSE,00,ETF,42.24,,8500.0,367000000.0,吳光雄,Yes
00852L,國泰美國道瓊正2,TSE,00,ETF,24.63,,10400.0,260000000.0,張錫,Yes
00853B,統一美債10年Aa-A,OTC,00,ETF,29.13,,68100.0,2010000000.0,鄧潤澤,Yes
00856B,永豐1-3年美公債,OTC,00,ETF,38.58,,8300.0,319000000.0,陳思寬,Yes
00857B,永豐20年美公債,OTC,00,ETF,25.23,,651800.0,16700000000.0,陳思寬,Yes
00858,永豐美國500大,OTC,00,ETF,31.56,,20900.0,664000000.0,陳思寬,Yes
00859B,群益0-1年美債,OTC,00,ETF,42.25,,4500.0,190000000.0,賴政昇,Yes
00860B,群益1-5Y投資級債,OTC,00,ETF,38.83,,4700.0,182000000.0,賴政昇,OnlyBuy
00861,元大全球未來通訊,TSE,00,ETF,39.7,,107900.0,4360000000.0,劉宗聖,Yes
00862B,中信投資級公司債,OTC,00,ETF,32.9,,642900.0,21400000000.0,陳金榮,Yes
00863B,中信全球電信債,OTC,00,ETF,33.75,,482000.0,16400000000.0,陳金榮,Yes
00864B,中信美國公債0-1,OTC,00,ETF,45.33,,117700.0,5320000000.0,陳金榮,Yes
00865B,國泰US短期公債,TSE,00,ETF,45.05,,17200.0,773000000.0,張錫,Yes
00867B,新光A-BBB電信債,OTC,00,ETF,33.0,,729600.0,24400000000.0,劉坤錫,OnlyBuy
00870B,元大15年EM主權債,OTC,00,ETF,29.51,,524200.0,15700000000.0,劉宗聖,Yes
00875,國泰網路資安,TSE,00,ETF,32.3,,20500.0,667000000.0,張錫,Yes
00876,元大全球5G,TSE,00,ETF,38.23,,111500.0,4340000000.0,劉宗聖,Yes
00877,復華中國5G,OTC,00,ETF,10.65,,330800.0,3570000000.0,杜俊雄,Yes
00878,國泰永續高股息,TSE,00,ETF,23.4,,12120000.0,285700000000.0,張錫,OnlyBuy
00881,國泰台灣5G+,TSE,00,ETF,22.15,,2005000.0,44700000000.0,張錫,Yes
00882,中信中國高股息,TSE,00,ETF,11.82,,3753000.0,45400000000.0,陳金榮,Yes
00883B,中信ESG投資級債,OTC,00,ETF,32.24,,9800.0,318000000.0,陳金榮,Yes
00884B,中信低碳新興債,OTC,00,ETF,30.61,,53900.0,1670000000.0,陳金榮,Yes
00885,富邦越南,TSE,00,ETF,12.04,,2182000.0,26500000000.0,史綱,Yes
00886,永豐美國科技,OTC,00,ETF,31.1,,8500.0,266000000.0,陳思寬,Yes
00887,永豐中國科技50大,OTC,00,ETF,10.96,,42400.0,460000000.0,陳思寬,Yes
00888,永豐台灣ESG,OTC,00,ETF,15.72,,490000.0,7730000000.0,陳思寬,Yes
00890B,凱基ESG BBB債15+,OTC,00,ETF,34.18,,24800.0,854000000.0,丁紹曾,OnlyBuy
00891,中信關鍵半導體,TSE,00,ETF,17.91,,1014000.0,18400000000.0,陳金榮,OnlyBuy
00892,富邦台灣半導體,TSE,00,ETF,15.23,,474800.0,7320000000.0,史綱,Yes
00893,國泰智能電動車,TSE,00,ETF,20.55,,762900.0,15800000000.0,張錫,Yes
00894,中信小資高價30,TSE,00,ETF,19.04,,85500.0,1650000000.0,陳金榮,OnlyBuy
00895,富邦未來車,TSE,00,ETF,24.82,,193900.0,4880000000.0,史綱,Yes
00896,中信綠能及電動車,TSE,00,ETF,17.47,,230900.0,4050000000.0,陳金榮,Yes
00897,富邦基因免疫生技,TSE,00,ETF,8.08,,252000.0,2070000000.0,史綱,Yes
00898,國泰基因免疫革命,TSE,00,ETF,7.11,,275500.0,1990000000.0,張錫,Yes
00899,FT潔淨能源,TSE,00,ETF,17.51,,40600.0,713000000.0,黃書明,Yes
00900,富邦特選高股息30,TSE,00,ETF,15.94,,1990000.0,32300000000.0,史綱,OnlyBuy
00901,永豐智能車供應鏈,TSE,00,ETF,18.64,,95800.0,1800000000.0,陳思寬,Yes
00902,中信電池及儲能,TSE,00,ETF,10.08,,651500.0,6620000000.0,陳金榮,Yes
00903,富邦元宇宙,TSE,00,ETF,13.37,,213700.0,2890000000.0,史綱,Yes
00904,新光臺灣半導體30,TSE,00,ETF,16.79,,122600.0,2090000000.0,劉坤錫,Yes
00905,FT臺灣Smart,TSE,00,ETF,12.63,,175800.0,2230000000.0,黃書明,Yes
00907,永豐優息存股,TSE,00,ETF,16.13,,180100.0,2950000000.0,陳思寬,Yes
00908,富邦入息REITs+,TSE,00,ETF,12.46,,47900.0,599000000.0,史綱,Yes
00909,國泰數位支付服務,TSE,00,ETF,24.85,,64700.0,1670000000.0,張錫,Yes
00910,第一金太空衛星,TSE,00,ETF,17.18,,6400.0,112000000.0,尤昭文,Yes
00911,兆豐洲際半導體,TSE,00,ETF,27.15,,10900.0,303000000.0,陳佩君,Yes
00912,中信臺灣智慧50,TSE,00,ETF,17.76,,41300.0,738000000.0,陳金榮,Yes
00913,兆豐台灣晶圓製造,TSE,00,ETF,20.06,,10300.0,208000000.0,陳佩君,Yes
00915,凱基優選高股息30,TSE,00,ETF,26.24,,536000.0,14200000000.0,丁紹曾,Yes
00916,國泰全球品牌50,TSE,00,ETF,21.62,,66900.0,1450000000.0,張錫,Yes
00917,中信特選金融,TSE,00,ETF,19.56,,36000.0,709000000.0,陳金榮,Yes
00918,大華優利高填息30,TSE,00,ETF,24.33,,871300.0,21500000000.0,張文傑,Yes
00919,群益台灣精選高息,TSE,00,ETF,24.92,,8247000.0,208500000000.0,賴政昇,Yes
00920,富邦ESG綠色電力,TSE,00,ETF,14.62,,14300.0,210000000.0,史綱,Yes
00921,兆豐龍頭等權重,TSE,00,ETF,19.4,,93300.0,1820000000.0,陳佩君,Yes
00922,國泰台灣領袖50,TSE,00,ETF,19.87,,514700.0,10300000000.0,張錫,Yes
00923,群益台ESG低碳50,TSE,00,ETF,20.47,,681400.0,14000000000.0,賴政昇,Yes
00924,復華S&P500成長,TSE,00,ETF,20.76,,171100.0,3590000000.0,杜俊雄,Yes
00925,新光標普電動車,TSE,00,ETF,16.62,,7300.0,119000000.0,劉坤錫,Yes
00926,凱基全球菁英55,TSE,00,ETF,20.57,,26500.0,552000000.0,丁紹曾,Yes
00927,群益半導體收益,TSE,00,ETF,18.79,,495900.0,9450000000.0,賴政昇,Yes
00928,中信上櫃ESG30,OTC,00,ETF,16.89,,26400.0,449000000.0,陳金榮,Yes
00929,復華台灣科技優息,TSE,00,ETF,20.2,,9872000.0,201100000000.0,杜俊雄,OnlyBuy
00930,永豐ESG低碳高息,TSE,00,ETF,20.18,,157800.0,3220000000.0,陳思寬,Yes
00931B,統一美債20年,OTC,00,ETF,14.48,,2019000.0,29600000000.0,鄧潤澤,Yes
00932,兆豐永續高息等權,TSE,00,ETF,17.49,,228300.0,4010000000.0,陳佩君,OnlyBuy
00933B,國泰10Y+金融債,OTC,00,ETF,16.63,,3030000.0,50900000000.0,張錫,OnlyBuy
00934,中信成長高股息,TSE,00,ETF,18.68,,513500.0,9760000000.0,陳金榮,Yes
00935,野村臺灣新科技50,TSE,00,ETF,19.9,,279000.0,5620000000.0,毛昱文,Yes
00936,台新永續高息中小,TSE,00,ETF,18.0,,214300.0,3880000000.0,吳光雄,OnlyBuy
00937B,群益ESG投等債20+,OTC,00,ETF,15.74,,8925000.0,141900000000.0,賴政昇,OnlyBuy
00939,統一台灣高息動能,TSE,00,ETF,14.41,,4306000.0,62600000000.0,鄧潤澤,Yes
00940,元大台灣價值高息,TSE,00,ETF,9.63,,19230000.0,187100000000.0,劉宗聖,Yes
00941,中信上游半導體,TSE,00,ETF,14.83,,1683000.0,25400000000.0,陳金榮,Yes
00942B,台新美A公司債20+,OTC,00,ETF,15.3,,405000.0,6270000000.0,吳光雄,Yes
00944,野村趨勢動能高息,TSE,00,ETF,14.89,,137100.0,2050000000.0,毛昱文,Yes
00945B,凱基美國非投等債,TSE,00,ETF,14.94,,156300.0,2330000000.0,丁紹曾,Yes
00946,群益科技高息成長,TSE,00,ETF,9.97,,529200.0,5310000000.0,賴政昇,Yes
01001T,土銀富邦R1,TSE,00,ETF,14.55,,,,,No
01002T,土銀國泰R1,TSE,00,ETF,16.8,,,,,No
01004T,土銀富邦R2,TSE,00,ETF,12.8,,,,,No
01007T,兆豐國泰R2,TSE,00,ETF,16.66,,,,,No
01009T,王道圓滿R1,TSE,00,ETF,8.02,,,,,No
01010T,京城樂富R1,TSE,00,ETF,10.07,,,,,No
020000,富邦特選蘋果N,TSE,00,ETF,11.23,,,,,No
020001,富邦存股雙十N,OTC,00,ETF,11.78,,40000.0,471000000.0,,No
020011,統一微波高息20N,TSE,00,ETF,10.19,,,,,No
020012,富邦行動通訊N,TSE,00,ETF,9.57,,,,,No
020015,統一MSCI美低波N,TSE,00,ETF,16.55,,,,,No
020016,統一MSCI美科技N,TSE,00,ETF,26.25,,,,,No
020018,統一價值成長30N,TSE,00,ETF,24.67,,,,,No
020019,統一特選台灣5GN,TSE,00,ETF,17.57,,,,,No
02001B,統一美國政府債N,OTC,00,ETF,8.05,,20000.0,163000000.0,,No
02001L,富邦蘋果正二N,TSE,00,ETF,24.09,,,,,No
02001R,富邦蘋果反一N,TSE,00,ETF,1.62,,,,,No
02001S,策元大加權策略N,TSE,00,ETF,7.0,,,,,No
020020,元大台股領航N,TSE,00,ETF,10.55,,,,,No
020023,元大櫃買半導體N,OTC,00,ETF,5.8,,200000.0,1180000000.0,,No
020025,統一亞洲半導體N,OTC,00,ETF,10.41,,200000.0,2130000000.0,,No
020026,兆豐上櫃ESG電菁N,OTC,00,ETF,5.41,,40000.0,220000000.0,,No
020027,元大上櫃ESG成長N,OTC,00,ETF,5.47,,400000.0,2210000000.0,,No
020028,元大特選電動車N,TSE,00,ETF,8.69,,,,,No
020029,元大ESG高股息N,TSE,00,ETF,8.73,,,,,No
020030,統一智慧電動車N,TSE,00,ETF,5.86,,,,,No
020031,統一IC設計臺灣N,TSE,00,ETF,5.86,,,,,No
020032,元大綠能N,TSE,00,ETF,5.97,,,,,No
020033,統一恒生科期N,OTC,00,ETF,3.5,,200000.0,706000000.0,,No
020034,元大IC設計N,TSE,00,ETF,7.62,,,,,No
020035,元大上櫃ESG高息N,OTC,00,ETF,7.36,,200000.0,1490000000.0,,No
020036,元大金融配息N,TSE,00,ETF,6.22,,,,,No
020037,元大金融高股息N,TSE,00,ETF,6.38,,,,,No
020038,元大ESG配息N,TSE,00,ETF,7.51,,,,,No
020039,元大加權N,TSE,00,ETF,6.36,,,,,No
020040,元大上櫃ESG龍頭N,OTC,00,ETF,5.05,,200000.0,1010000000.0,,No
020041,兆豐半導體氣候N,OTC,00,ETF,4.77,,40000.0,193000000.0,,No
