StockID,StockName,Exchange,Category_code,Category,Reference,ShareCapital,Total_Shares,MarketCapital,Chairman,DayTrade
4190,佐登-KY,TSE,22,生技醫療,49.45,609000000.0,60900.0,3010000000.0,陳正雄,Yes
4192,杏國,OTC,22,生技醫療,46.0,352000000.0,35200.0,1600000000.0,李志文,No
4194,禾生技,OES,22,生技醫療,19.86,1460000000.0,123000.0,2510000000.0,唐錦榮,No
4195,基米,OES,22,生技醫療,18.97,724000000.0,72400.0,1380000000.0,周孟賢,No
4197,暐世,OES,22,生技醫療,10.12,302000000.0,30200.0,317000000.0,戴鏗碩,No
4198,欣大健康,OTC,22,生技醫療,46.5,241000000.0,24100.0,1150000000.0,李沛霖,No
4205,中華食,OTC,02,食品工業,95.6,888000000.0,88800.0,8490000000.0,陳冠呈,Yes
4207,環泰,OTC,02,食品工業,18.6,1870000000.0,187300.0,3480000000.0,康永明,Yes
4303,信立,OTC,03,塑膠工業,48.4,780000000.0,78000.0,3750000000.0,張祐銘,No
4304,勝昱,OTC,03,塑膠工業,4.9,360000000.0,36000.0,177000000.0,侯信立,No
4305,世坤,OTC,03,塑膠工業,43.5,550000000.0,55000.0,2410000000.0,林璋賦,Yes
4306,炎洲,TSE,03,塑膠工業,19.5,6650000000.0,679200.0,13300000000.0,李志賢,Yes
4401,東隆興,OTC,04,紡織工業,26.05,1230000000.0,122700.0,3200000000.0,游志成,Yes
4402,福大,OTC,04,紡織工業,32.75,680000000.0,68000.0,2230000000.0,唐承,No
4406,新昕纖,OTC,04,紡織工業,10.35,519000000.0,51900.0,542000000.0,莊育霖,Yes
4413,飛寶企業,OTC,04,紡織工業,18.1,313000000.0,31300.0,564000000.0,林資明,Yes
4414,如興,TSE,04,紡織工業,3.25,8820000000.0,882100.0,2910000000.0,紀宗明,No
4416,三圓,OTC,14,建材營造,96.6,620000000.0,62200.0,6010000000.0,王雅麟,Yes
4417,金洲,OTC,04,紡織工業,38.75,840000000.0,84000.0,3260000000.0,陳加仁,Yes
4419,元勝,OTC,04,紡織工業,42.95,1580000000.0,158200.0,6800000000.0,陳和順,No
4420,光明,OTC,04,紡織工業,48.7,405000000.0,40500.0,1940000000.0,詹正田,Yes
4426,利勤,TSE,04,紡織工業,17.15,1730000000.0,172700.0,2920000000.0,洪文耀,Yes
4430,耀億,OTC,20,其他,21.45,563000000.0,56300.0,1200000000.0,王昭仁,Yes
4431,敏成健康,OES,20,其他,27.08,365000000.0,36500.0,1010000000.0,楊弘仁,No
4432,銘旺實,OTC,04,紡織工業,24.1,506000000.0,50600.0,1220000000.0,陳盈璇,Yes
4433,興采,OTC,04,紡織工業,29.4,613000000.0,61300.0,1800000000.0,陳國欽,Yes
4438,廣越,TSE,04,紡織工業,110.5,1030000000.0,103400.0,11500000000.0,吳朝筆,Yes
4439,冠星-KY,TSE,04,紡織工業,105.0,383000000.0,38300.0,4040000000.0,林錦茂,Yes
4440,宜新實業,TSE,04,紡織工業,25.75,676000000.0,67600.0,1740000000.0,詹正田,Yes
4441,振大環球,OES,04,紡織工業,149.97,603000000.0,60300.0,9040000000.0,許公任,No
4442,竣邦-KY,OTC,04,紡織工業,26.1,275000000.0,27500.0,719000000.0,高振芳,No
4502,健信,OTC,05,電機機械,31.3,580000000.0,58000.0,1800000000.0,吳明燦,Yes
4503,金雨,OTC,05,電機機械,54.6,603000000.0,60300.0,3280000000.0,卓政懋,Yes
4506,崇友,OTC,05,電機機械,122.0,1770000000.0,177000.0,22200000000.0,唐伯龍,Yes
4510,高鋒,OTC,05,電機機械,16.25,1080000000.0,108000.0,1760000000.0,林炎輝,Yes
4513,福裕,OTC,05,電機機械,37.9,1070000000.0,106900.0,4280000000.0,林聰麟,Yes
4523,永彰,OTC,05,電機機械,52.8,640000000.0,64000.0,3390000000.0,顏明宏,Yes
4526,東台,TSE,05,電機機械,20.45,2550000000.0,254800.0,5130000000.0,嚴瑞雄,Yes
4527,方土霖,OTC,05,電機機械,46.15,762000000.0,76200.0,3520000000.0,曾仲國,Yes
4528,江興鍛,OTC,05,電機機械,29.2,842000000.0,84200.0,2460000000.0,江木山,Yes
4529,淳紳,OTC,20,其他,13.7,845000000.0,84500.0,1100000000.0,沈瑋,No
4530,宏易,OTC,16,觀光餐旅,8.0,494000000.0,49400.0,390000000.0,陳冠瑋,No
4532,瑞智,TSE,05,電機機械,28.5,5050000000.0,504900.0,14300000000.0,陳盛沺,Yes
4533,協易機,OTC,05,電機機械,37.2,1580000000.0,158400.0,6160000000.0,郭雅慧,Yes
4534,慶騰,OTC,05,電機機械,11.6,868000000.0,86800.0,1010000000.0,王瑞甫,No
4535,至興,OTC,05,電機機械,33.95,757000000.0,75700.0,2560000000.0,吳崇儀,Yes
4536,拓凱,TSE,37,運動休閒,210.0,908000000.0,90800.0,18900000000.0,沈文振,Yes
4537,旭東,OES,26,光電業,19.98,788000000.0,78800.0,1580000000.0,莊添財,No
4538,大詠城,OTC,05,電機機械,20.4,575000000.0,57600.0,1170000000.0,謝順民,Yes
4540,全球傳動,TSE,05,電機機械,32.85,952000000.0,95100.0,3150000000.0,李清崑,Yes
4541,晟田,OTC,20,其他,30.8,676000000.0,67600.0,2070000000.0,謝永昌,Yes
4542,科嶠,OTC,28,電子零組件,85.1,323000000.0,32300.0,2680000000.0,鄧全凱,Yes
4543,萬在,OTC,05,電機機械,53.8,570000000.0,57000.0,3090000000.0,萬正乾,Yes
4544,春日,OES,05,電機機械,20.8,603000000.0,60300.0,1250000000.0,翁重鈞,No
4545,銘鈺,TSE,28,電子零組件,34.4,770000000.0,77000.0,2910000000.0,謝錦興,Yes
4546,長亨,OES,05,電機機械,91.23,338000000.0,33800.0,3080000000.0,紀一珍,No
4549,桓達,OTC,05,電機機械,122.5,548000000.0,54800.0,7370000000.0,吳清德,Yes
4550,長佳,OTC,05,電機機械,39.0,378000000.0,37800.0,1460000000.0,王才翔,Yes
4551,智伸科,TSE,12,汽車工業,101.5,1150000000.0,115200.0,11700000000.0,六方精機股份有限公司,Yes
4552,力達-KY,TSE,05,電機機械,29.65,1160000000.0,116000.0,3400000000.0,吳建能,Yes
4553,盛復,OES,05,電機機械,25.31,330000000.0,33000.0,844000000.0,廖述源,No
4554,橙的,OTC,31,其他電子業,30.7,233000000.0,23300.0,716000000.0,許欽堯,No
4555,氣立,TSE,05,電機機械,64.8,700000000.0,69300.0,4440000000.0,游平政,Yes
4556,旭然,OTC,20,其他,36.25,419000000.0,41900.0,1530000000.0,何兆全,Yes
4557,永新-KY,TSE,12,汽車工業,118.5,420000000.0,42000.0,5060000000.0,紀經得,Yes
4558,寶緯,OTC,05,電機機械,33.5,500000000.0,50000.0,1700000000.0,詹勲霖,Yes
4559,久裕興,OES,37,運動休閒,9.86,600000000.0,60000.0,588000000.0,陳世偉,No
4560,強信-KY,TSE,05,電機機械,37.25,681000000.0,68100.0,2530000000.0,綦秉信,Yes
4561,健椿,OTC,05,電機機械,46.55,585000000.0,58500.0,2570000000.0,葉展碩,Yes
4562,穎漢,TSE,05,電機機械,31.05,875000000.0,87500.0,2630000000.0,胡炳昆,No
4563,百德,OTC,05,電機機械,52.2,550000000.0,55000.0,2900000000.0,謝瑞木,Yes
4564,元翎,TSE,05,電機機械,23.2,2030000000.0,202800.0,4780000000.0,王德鑫,Yes
4565,宏偉,OES,05,電機機械,132.52,441000000.0,44100.0,6000000000.0,黃埮城,No
4566,時碩工業,TSE,05,電機機械,52.7,910000000.0,82400.0,4380000000.0,劉祖英,Yes
4568,科際精密,OTC,05,電機機械,53.6,321000000.0,32100.0,1720000000.0,張智,Yes
4569,六方科-KY,TSE,12,汽車工業,107.5,310000000.0,31000.0,3190000000.0,盧經緯,No
4570,傑生,OES,05,電機機械,83.07,440000000.0,44000.0,3650000000.0,莊耀輝,No
4571,鈞興-KY,TSE,05,電機機械,112.0,531000000.0,53100.0,6000000000.0,高國興,Yes
4572,駐龍,TSE,05,電機機械,156.0,390000000.0,39000.0,6100000000.0,王昆生,Yes
4573,高明鐵,OES,05,電機機械,19.23,367000000.0,36700.0,677000000.0,張朝凱,No
4575,銓寶,OES,05,電機機械,24.7,387000000.0,38700.0,955000000.0,謝樹林,No
4576,大銀微系統,TSE,05,電機機械,70.0,1200000000.0,119800.0,8670000000.0,卓秀瑜,Yes
4577,達航科技,OTC,31,其他電子業,19.85,491000000.0,49100.0,970000000.0,稻見和明,Yes
4580,捷流閥業,OTC,05,電機機械,102.5,431000000.0,43100.0,4400000000.0,楊大中,Yes
4581,光隆精密-KY,TSE,12,汽車工業,65.3,339000000.0,33900.0,2220000000.0,呂皇甫,Yes
4582,聚恆,OES,35,綠能環保,29.64,666000000.0,66600.0,1970000000.0,周恒豪,No
4583,台灣精銳,TSE,05,電機機械,271.5,802000000.0,80200.0,23200000000.0,張重興,Yes
4584,君帆,OTC,05,電機機械,68.0,278000000.0,27800.0,1890000000.0,胡進財,No
4587,寶元數控,OES,05,電機機械,27.87,300000000.0,30000.0,832000000.0,郭倫毓,No
4588,玖鼎電力,TSE,31,其他電子業,98.1,429000000.0,42800.0,4300000000.0,陳展鵠,No
4589,碩陽電機,OES,05,電機機械,45.1,255000000.0,25500.0,1160000000.0,林明昌,No
4609,唐鋒,OTC,38,居家生活,9.45,479000000.0,47900.0,433000000.0,李振吉,No
4702,中美實,OTC,38,居家生活,13.4,723000000.0,72300.0,973000000.0,王宣懿,Yes
4706,大恭,OTC,21,化學工業,28.85,790000000.0,79000.0,2240000000.0,鄧加惠,Yes
4707,磐亞,OTC,21,化學工業,14.1,3790000000.0,379100.0,5360000000.0,王貴賢,Yes
4711,永純,OTC,21,化學工業,17.2,611000000.0,61100.0,1060000000.0,蔡慶芳,Yes
4714,永捷,OTC,21,化學工業,21.1,1680000000.0,168400.0,3540000000.0,張祐銘,Yes
4716,大立,OTC,21,化學工業,21.35,849000000.0,84900.0,1790000000.0,洪玉升,Yes
4720,德淵,TSE,21,化學工業,18.2,1040000000.0,103800.0,1990000000.0,蕭向志,Yes
4721,美琪瑪,OTC,21,化學工業,74.5,750000000.0,75000.0,5690000000.0,嚴隆財,Yes
4722,國精化,TSE,21,化學工業,42.1,1000000000.0,100000.0,4290000000.0,蔡有涼,Yes
4724,宣捷幹細胞,OES,22,生技醫療,34.91,710000000.0,71000.0,2490000000.0,宣昶有,No
4726,永昕,OTC,22,生技醫療,42.5,2060000000.0,206000.0,8710000000.0,陳佩君,Yes
4728,雙美,OTC,22,生技醫療,240.0,545000000.0,54500.0,13000000000.0,林齊國,Yes
4729,熒茂,OTC,26,光電業,17.4,777000000.0,77700.0,1340000000.0,方敏宗,Yes
4732,彥臣,OES,22,生技醫療,26.29,493000000.0,49300.0,1310000000.0,黃中洋,No
4735,豪展,OTC,22,生技醫療,35.2,368000000.0,36800.0,1290000000.0,莊明輝,Yes
4736,泰博,TSE,22,生技醫療,162.0,954000000.0,95400.0,15500000000.0,陳朝旺,Yes
4737,華廣,TSE,22,生技醫療,69.5,609000000.0,60800.0,4210000000.0,黃椿木,Yes
4738,尚化,OES,21,化學工業,6.09,776000000.0,77600.0,477000000.0,吳永從,No
4739,康普,TSE,21,化學工業,64.5,1190000000.0,119000.0,7950000000.0,何基丞,Yes
4741,泓瀚,OTC,21,化學工業,40.4,328000000.0,32800.0,1330000000.0,呂(木宜)境,Yes
4743,合一,OTC,22,生技醫療,154.0,4550000000.0,455400.0,74500000000.0,黃山內,Yes
4744,皇將,OTC,22,生技醫療,24.05,550000000.0,55000.0,1310000000.0,林靜宜,Yes
4745,合富-KY,OTC,22,生技醫療,23.5,774000000.0,77400.0,1820000000.0,王瓊芝,Yes
4746,台耀,TSE,22,生技醫療,93.1,1200000000.0,120300.0,11300000000.0,程正禹,Yes
4747,強生,OTC,22,生技醫療,70.9,449000000.0,44900.0,3170000000.0,黃柏熊,Yes
4749,新應材,OES,26,光電業,582.65,820000000.0,82000.0,48100000000.0,詹文雄,No
4754,國碳科,OTC,21,化學工業,46.0,303000000.0,30300.0,1480000000.0,賀東光,Yes
4755,三福化,TSE,21,化學工業,144.0,1010000000.0,100700.0,14700000000.0,巫信弘,Yes
4760,勤凱,OTC,31,其他電子業,116.0,321000000.0,32100.0,3770000000.0,曾聰乙,Yes
4763,材料-KY,TSE,21,化學工業,834.0,863000000.0,85900.0,71600000000.0,王克璋,Yes
4764,雙鍵,TSE,21,化學工業,33.85,855000000.0,85500.0,2890000000.0,蔡茂德,Yes
4765,磐采,OES,21,化學工業,44.22,321000000.0,32100.0,1490000000.0,李忠訓,No
4766,南寶,TSE,21,化學工業,369.5,1210000000.0,120600.0,45300000000.0,吳政賢,Yes
4767,誠泰科技,OTC,21,化學工業,31.25,314000000.0,31400.0,974000000.0,王勝義,No
4768,晶呈科技,OTC,21,化學工業,240.0,431000000.0,43100.0,10300000000.0,陳亞理,Yes
4770,上品,TSE,21,化學工業,395.5,800000000.0,79000.0,30600000000.0,侯嘉生,Yes
4771,望隼,TSE,22,生技醫療,305.5,575000000.0,57500.0,18000000000.0,黃修權,No
4772,台特化,OES,21,化學工業,168.24,1380000000.0,138200.0,23100000000.0,徐秀蘭,No
4773,高福,OES,21,化學工業,108.33,661000000.0,66100.0,7170000000.0,鍾嘉村,No
4804,大略-KY,OTC,16,觀光餐旅,4.01,453000000.0,45300.0,183000000.0,元永騰,No
4806,昇華,OTC,32,文化創意業,12.0,2000000000.0,199900.0,2400000000.0,吳怡青,No
4807,日成-KY,TSE,18,貿易百貨,17.9,384000000.0,38400.0,691000000.0,帕查拉蓬 拍奔順通(Phacharapon ),Yes
4903,聯光通,OTC,27,通訊網路業,22.75,1040000000.0,104100.0,2370000000.0,林郁昌,No
4904,遠傳,TSE,27,通訊網路業,82.9,36100000000.0,3606000.0,303200000000.0,徐旭東,Yes
4905,台聯電,OTC,27,通訊網路業,98.1,293000000.0,29300.0,2920000000.0,華盛國際投資股份有限公司,Yes
4906,正文,TSE,27,通訊網路業,33.95,4060000000.0,398400.0,13600000000.0,陳鴻文,Yes
4907,富宇,OTC,14,建材營造,69.3,1180000000.0,118100.0,8520000000.0,張世欣,Yes
4908,前鼎,OTC,27,通訊網路業,101.5,782000000.0,78200.0,7980000000.0,葉政彥,Yes
4909,新復興,OTC,27,通訊網路業,86.3,934000000.0,93400.0,7780000000.0,張永輝,Yes
4911,德英,OTC,22,生技醫療,58.1,557000000.0,55700.0,3220000000.0,郭國華,Yes
4912,聯德控股-KY,TSE,28,電子零組件,117.0,622000000.0,62200.0,7310000000.0,徐啓峰,Yes
4915,致伸,TSE,28,電子零組件,93.6,4630000000.0,462900.0,44100000000.0,杜家濱,Yes
4916,事欣科,TSE,25,電腦及週邊設備業,29.7,984000000.0,98400.0,2920000000.0,廖文嘉,Yes
4919,新唐,TSE,24,半導體業,125.0,4200000000.0,419800.0,52300000000.0,蘇源茂,Yes
4923,力士,OTC,24,半導體業,46.65,339000000.0,33900.0,1580000000.0,鍾明道,Yes
4924,欣厚-KY,OTC,25,電腦及週邊設備業,18.65,372000000.0,37200.0,697000000.0,劉鳳君,No
4925,智微,OES,24,半導體業,63.14,649000000.0,64900.0,4100000000.0,劉立國,No
4927,泰鼎-KY,TSE,28,電子零組件,41.1,1900000000.0,189900.0,7880000000.0,王樹木,Yes
4930,燦星網,TSE,06,電器電纜,35.2,800000000.0,80000.0,2820000000.0,林技典,Yes
4931,新盛力,OTC,25,電腦及週邊設備業,30.25,657000000.0,65700.0,2000000000.0,張中秋,Yes
4933,友輝,OTC,26,光電業,65.6,810000000.0,81400.0,5330000000.0,吳昕杰,Yes
4934,太極,TSE,26,光電業,22.25,2250000000.0,225000.0,5020000000.0,謝清福,No
4935,茂林-KY,TSE,26,光電業,64.4,1290000000.0,128900.0,8490000000.0,李滿祥,Yes
4938,和碩,TSE,25,電腦及週邊設備業,100.5,26600000000.0,2664000.0,270400000000.0,童子賢,Yes
4939,亞電,OTC,28,電子零組件,21.85,982000000.0,98200.0,2150000000.0,李建輝,Yes
4942,嘉彰,TSE,26,光電業,46.5,1420000000.0,142400.0,6720000000.0,宋貴修,Yes
4943,康控-KY,TSE,28,電子零組件,20.85,1160000000.0,115800.0,2420000000.0,呂朝勝,No
4945,陞達科技,OTC,24,半導體業,94.0,300000000.0,30000.0,2790000000.0,林錫銘,Yes
4946,辣椒,OTC,32,文化創意業,41.4,92000000.0,9200.0,391000000.0,鄧潤澤,No
4949,有成精密,TSE,26,光電業,29.65,665000000.0,66500.0,1980000000.0,陳思銘,No
4951,精拓科,OTC,24,半導體業,79.5,341000000.0,34100.0,2700000000.0,陳神寶,Yes
4952,凌通,TSE,24,半導體業,52.3,1090000000.0,108800.0,6260000000.0,黃洲杰,Yes
4953,緯軟,OTC,30,資訊服務業,134.0,728000000.0,72800.0,9800000000.0,蕭清志,Yes
4956,光鋐,TSE,26,光電業,20.45,1000000000.0,100400.0,2060000000.0,許明森,Yes
4958,臻鼎-KY,TSE,28,電子零組件,118.5,9470000000.0,947000.0,112700000000.0,沈慶芳,Yes
4960,誠美材,TSE,26,光電業,14.3,5720000000.0,572200.0,8410000000.0,何昭陽,Yes
4961,天鈺,TSE,24,半導體業,261.0,1210000000.0,121300.0,32100000000.0,林永杰,Yes
4966,譜瑞-KY,OTC,24,半導體業,763.0,812000000.0,81200.0,62700000000.0,趙捷,Yes
4967,十銓,TSE,24,半導體業,107.5,715000000.0,71500.0,7620000000.0,夏澹寧,Yes
4968,立積,TSE,24,半導體業,180.5,905000000.0,90700.0,17900000000.0,馬代駿,Yes
4971,IET-KY,OTC,24,半導體業,65.1,368000000.0,36800.0,2340000000.0,高永中,Yes
4972,湯石照明,OTC,26,光電業,27.95,580000000.0,58000.0,1620000000.0,湯士權,Yes
4973,廣穎,OTC,24,半導體業,43.1,645000000.0,64500.0,2810000000.0,陳慧民,Yes
4974,亞泰,OTC,28,電子零組件,73.1,725000000.0,72500.0,5270000000.0,賴以仁,Yes
4976,佳凌,TSE,26,光電業,43.25,1410000000.0,140700.0,6200000000.0,劉嘉彬,Yes
4977,眾達-KY,TSE,27,通訊網路業,69.0,802000000.0,80200.0,5660000000.0,陳靖仁,Yes
4979,華星光,OTC,27,通訊網路業,123.0,1410000000.0,140800.0,16900000000.0,簡惠敏,Yes
4980,佐臻,OES,28,電子零組件,23.99,452000000.0,45200.0,1110000000.0,梁文隆,No
4987,科誠,OTC,25,電腦及週邊設備業,62.0,319000000.0,31900.0,1970000000.0,戴奉義,No
4989,榮科,TSE,28,電子零組件,25.6,1380000000.0,137800.0,3600000000.0,陳銘樹,Yes
4991,環宇-KY,OTC,24,半導體業,35.4,1120000000.0,111800.0,4000000000.0,黃大倫,Yes
4994,傳奇,TSE,30,資訊服務業,132.0,664000000.0,66400.0,8760000000.0,張峰旗,Yes
4995,晶達,OTC,26,光電業,59.9,421000000.0,42100.0,2470000000.0,李英珍,Yes
4999,鑫禾,TSE,28,電子零組件,34.2,744000000.0,74400.0,2550000000.0,蘇丁鴻,Yes
5007,三星,TSE,10,鋼鐵工業,57.3,2950000000.0,294900.0,16900000000.0,柯吉源,Yes
5009,榮剛,OTC,10,鋼鐵工業,55.2,6020000000.0,602500.0,33100000000.0,王炯棻,Yes
5011,久陽,OTC,10,鋼鐵工業,24.25,1000000000.0,100400.0,2420000000.0,黃俊義,Yes
5013,強新,OTC,10,鋼鐵工業,34.95,1330000000.0,133400.0,4640000000.0,吳玉堂,Yes
5014,建錩,OTC,10,鋼鐵工業,16.2,1850000000.0,185300.0,3040000000.0,李慶柏,Yes
5015,華祺,OTC,10,鋼鐵工業,45.9,606000000.0,60600.0,2780000000.0,葉明彥,Yes
5016,松和,OTC,10,鋼鐵工業,28.25,496000000.0,49600.0,1400000000.0,林廷芳,Yes
5201,凱衛,OTC,30,資訊服務業,29.0,307000000.0,30700.0,880000000.0,王崇旭,Yes
5202,力新,OTC,30,資訊服務業,19.5,891000000.0,89100.0,1710000000.0,李雲琴,Yes
5203,訊連,TSE,30,資訊服務業,92.3,789000000.0,78900.0,7260000000.0,黃肇雄,Yes
5205,中茂,OTC,35,綠能環保,27.9,102000000.0,10200.0,286000000.0,高承本,No
5206,坤悅,OTC,14,建材營造,35.85,1560000000.0,155900.0,5730000000.0,陳丕岳,Yes
5209,新鼎,OTC,20,其他,199.0,281000000.0,28400.0,5700000000.0,吳國安,Yes
5210,寶碩,OTC,30,資訊服務業,33.8,622000000.0,62200.0,2110000000.0,許榮唐,No
5211,蒙恬,OTC,30,資訊服務業,26.6,320000000.0,32000.0,855000000.0,蔡義泰,Yes
5212,凌網,OTC,30,資訊服務業,65.0,346000000.0,34600.0,2220000000.0,賴洋助,Yes
5213,亞昕,OTC,14,建材營造,40.85,5190000000.0,518500.0,21600000000.0,姚政岳,Yes
5215,科嘉-KY,TSE,25,電腦及週邊設備業,51.0,643000000.0,64300.0,3290000000.0,林志峰,Yes
5220,萬達光電,OTC,26,光電業,26.95,397000000.0,39700.0,1070000000.0,黃素真,Yes
5222,全訊,TSE,24,半導體業,164.0,746000000.0,74600.0,12200000000.0,張全生,Yes
5223,安力-KY,OTC,25,電腦及週邊設備業,37.6,445000000.0,44500.0,1680000000.0,許振焜,Yes
5225,東科-KY,TSE,31,其他電子業,117.0,752000000.0,75200.0,8800000000.0,東科聲學股份有限公司,Yes
5227,立凱-KY,OTC,28,電子零組件,37.1,830000000.0,83000.0,3020000000.0,張聖時,No
5228,鈺鎧,OTC,28,電子零組件,22.1,381000000.0,38100.0,841000000.0,黃其集,Yes
5230,雷笛克光學,OTC,26,光電業,32.95,474000000.0,47400.0,1720000000.0,唐德龍,Yes
5233,有量,OES,31,其他電子業,29.15,2770000000.0,277200.0,7350000000.0,Chatrapon Sripratum,No
5234,達興材料,TSE,26,光電業,161.0,1030000000.0,102700.0,16500000000.0,林正一,Yes
5236,凌陽創新,OTC,24,半導體業,150.5,584000000.0,58400.0,8710000000.0,黃洲杰,Yes
5240,建騰,OES,26,光電業,38.3,266000000.0,26600.0,1060000000.0,朱伯倫,No
5243,乙盛-KY,TSE,26,光電業,56.9,1690000000.0,168500.0,9560000000.0,蔡嘉祥,Yes
5244,弘凱,TSE,26,光電業,42.45,679000000.0,67900.0,2900000000.0,黃建中,Yes
5245,智晶,OTC,26,光電業,32.5,450000000.0,45000.0,1460000000.0,王鴻鈞,Yes
5246,勵威,OES,24,半導體業,27.73,297000000.0,28300.0,794000000.0,林育業,No
5248,景傳,OES,26,光電業,31.6,245000000.0,24500.0,772000000.0,翁世豪,No
5251,天鉞電,OTC,26,光電業,38.8,356000000.0,35700.0,1360000000.0,汪攘夷,Yes
5254,欣訊科技,OES,28,電子零組件,28.99,226000000.0,22600.0,656000000.0,黃道明,No
5258,虹堡,TSE,25,電腦及週邊設備業,122.5,1050000000.0,104800.0,12900000000.0,辛華熙,Yes
5262,立達,OES,24,半導體業,62.99,507000000.0,50700.0,3130000000.0,王立民,No
5263,智崴,OTC,32,文化創意業,123.0,648000000.0,64900.0,8010000000.0,歐陽志宏,Yes
5267,龍翩,OES,26,光電業,37.55,253000000.0,25300.0,958000000.0,楊吉祥,No
5269,祥碩,TSE,24,半導體業,1925.0,694000000.0,69400.0,135300000000.0,徐世昌,Yes
5271,紘通,OES,28,電子零組件,7.46,725000000.0,72500.0,552000000.0,闕壯練,No
5272,笙科,OTC,24,半導體業,33.0,553000000.0,55300.0,1830000000.0,曾三田,Yes
5274,信驊,OTC,24,半導體業,3185.0,378000000.0,37800.0,129000000000.0,林鴻明,Yes
5276,達輝-KY,OTC,20,其他,14.7,395000000.0,39500.0,579000000.0,徐鴻鈞,No
5277,葳天,OES,26,光電業,8.16,681000000.0,68100.0,570000000.0,黃登輝,No
5278,尚凡,OTC,36,數位雲端,237.0,222000000.0,22200.0,5270000000.0,張家銘,No
5283,禾聯碩,TSE,06,電器電纜,112.0,730000000.0,73000.0,8140000000.0,蔡柏毅,Yes
5284,jpp-KY,TSE,20,其他,126.0,479000000.0,47900.0,5970000000.0,鍾國松,Yes
5285,界霖,TSE,24,半導體業,66.4,1020000000.0,102000.0,6770000000.0,蔡上元,Yes
5287,數字,OTC,36,數位雲端,200.0,559000000.0,55900.0,11200000000.0,廖世芳,Yes
5288,豐祥-KY,TSE,05,電機機械,197.5,667000000.0,66000.0,13100000000.0,游明輝,Yes
5289,宜鼎,OTC,25,電腦及週邊設備業,282.0,884000000.0,88400.0,24800000000.0,簡川勝,Yes
5291,邑昇,OTC,28,電子零組件,27.3,409000000.0,40900.0,1120000000.0,簡榮坤,Yes
5292,華懋,TSE,35,綠能環保,157.0,348000000.0,34800.0,5480000000.0,鄭石治,No
5297,廣化,OES,24,半導體業,36.41,372000000.0,37200.0,1370000000.0,張維仲,No
5299,杰力,OTC,24,半導體業,106.5,509000000.0,50900.0,5420000000.0,李啟隆,Yes
5301,寶得利,OTC,16,觀光餐旅,13.4,1380000000.0,137600.0,1820000000.0,張雅琍,No
5302,太欣,OTC,24,半導體業,10.8,1600000000.0,159900.0,1730000000.0,王國肇,No
5306,桂盟,TSE,37,運動休閒,143.0,1260000000.0,126000.0,18000000000.0,吳盈進,Yes
5309,系統電,OTC,28,電子零組件,34.25,1900000000.0,190300.0,6490000000.0,李益仁,Yes
5310,天剛,OTC,30,資訊服務業,39.3,289000000.0,28900.0,1140000000.0,呂國雄,No
5312,寶島科,OTC,22,生技醫療,106.0,601000000.0,60100.0,6370000000.0,蔡國洲,Yes
5314,世紀,OTC,24,半導體業,211.5,147000000.0,14700.0,2920000000.0,張祐銘,Yes
5315,光聯,OTC,26,光電業,18.35,1060000000.0,106400.0,1960000000.0,吳孟翰,Yes
5321,美而快,OTC,36,數位雲端,70.0,495000000.0,49500.0,3450000000.0,廖承豪,Yes
5324,士開,OTC,14,建材營造,13.75,2260000000.0,226400.0,3200000000.0,許玉山,No
5328,華容,OTC,28,電子零組件,14.2,1730000000.0,172700.0,2470000000.0,吳春發,Yes
5340,建榮,OTC,28,電子零組件,48.6,1950000000.0,194900.0,9820000000.0,吉田浩一,Yes
5344,立衛,OTC,24,半導體業,19.8,794000000.0,79400.0,1570000000.0,沈炳輝,No
5345,天揚,OTC,20,其他,11.6,190000000.0,18000.0,224000000.0,王鏑程,No
5347,世界,OTC,24,半導體業,92.1,16400000000.0,1639000.0,157300000000.0,方略,Yes
5348,正能量智能,OTC,27,通訊網路業,15.25,290000000.0,29000.0,485000000.0,胡湘麒,No
5351,鈺創,OTC,24,半導體業,47.75,2890000000.0,290500.0,14800000000.0,盧超群,Yes
5353,台林,OTC,27,通訊網路業,33.4,752000000.0,75200.0,2520000000.0,陳俊廷,Yes
5355,佳總,OTC,28,電子零組件,11.45,1660000000.0,166100.0,1890000000.0,承安投資股份有限公司,No
5356,協益,OTC,25,電腦及週邊設備業,36.95,1030000000.0,103000.0,3800000000.0,王自軍,Yes
5364,力麗店,OTC,16,觀光餐旅,17.6,488000000.0,48800.0,879000000.0,蔡宗易,No
5371,中光電,OTC,26,光電業,101.0,3910000000.0,391000.0,40100000000.0,張威儀,Yes
5381,合正,OTC,28,電子零組件,33.6,2140000000.0,214200.0,7290000000.0,凃俊光,Yes
5383,金利,OTC,31,其他電子業,39.95,794000000.0,79400.0,3250000000.0,趙永昌,No
5386,青雲,OTC,25,電腦及週邊設備業,67.3,286000000.0,28600.0,1950000000.0,柯聰源,Yes
5388,中磊,TSE,27,通訊網路業,115.5,2960000000.0,261600.0,30500000000.0,王煒,Yes
5392,能率,OTC,26,光電業,34.95,1690000000.0,169000.0,6490000000.0,董俊仁,Yes
5398,慕康生醫,OTC,20,其他,17.35,495000000.0,49500.0,868000000.0,沈國榮,Yes
5403,中菲,OTC,30,資訊服務業,122.0,763000000.0,76300.0,9340000000.0,莊斯威,Yes
